Nitrogen (mg/kg),Fosfor (mg/kg),Kalium (mg/kg),pH,Kelembapan (%),Suhu (°C),EC (dS/m),Salinitas (ppt),TDS (ppm),Kondisi Tanah,Rekomendasi Tindakan
777,1933,679,6.41,69.22,30.04,3.54,210.53,3015.41,Cukup,"tambahkan pupuk sedang, cukup air"
893,1932,1946,5.94,46.11,41.46,4.34,864.88,4152.12,Cukup,"tambahkan pupuk dikit, tambahkan air"
622,553,550,4.88,58.17,16.21,7.44,934.42,2127.96,Cukup,"tambahkan pupuk sedang, cukup air"
915,772,532,5.88,37.14,42.67,5.04,786.24,2221.81,Cukup,"tambahkan pupuk dikit, tambahkan air"
1594,840,473,7.07,39.28,20.89,8.15,943.71,1185.12,Cukup,"tambahkan pupuk dikit, tambahkan air"
1429,1869,534,7.72,74.64,41.53,7.46,337.18,2802.38,Cukup,"tambahkan pupuk dikit, cukup air"
1509,1212,1310,5.38,63.89,27.03,0.25,868.06,5927.57,Cukup,"tambahkan pupuk dikit, cukup air"
1328,432,1874,5.74,73.29,39.98,6.32,514.45,2069.26,Cukup,"tambahkan pupuk dikit, cukup air"
953,409,1513,5.04,43.31,35.15,4.39,205.72,3422.9,Cukup,"tambahkan pupuk dikit, tambahkan air"
946,826,317,6.92,37.41,20.28,4.59,685.36,4587.8,Cukup,"tambahkan pupuk dikit, tambahkan air"
887,1543,1231,7.86,52.64,42.54,8.19,699.91,574.23,Cukup,"tambahkan pupuk sedang, cukup air"
922,1732,1942,6.74,52.26,22.37,5.5,322.58,5452.42,Cukup,"tambahkan pupuk dikit, cukup air"
946,1848,1673,6.66,37.87,22.32,8.86,76.12,2626.03,Cukup,"tambahkan pupuk dikit, tambahkan air"
441,453,1047,6.44,62.99,39.43,7.14,239.85,5280.14,Cukup,"tambahkan pupuk banyak, cukup air"
864,923,448,4.81,46.28,18.18,5.55,429.79,714.21,Cukup,"tambahkan pupuk sedang, tambahkan air"
907,1223,887,7.05,38.39,21.66,7.56,209.18,1301.15,Cukup,"tambahkan pupuk dikit, tambahkan air"
634,244,1645,6.61,44.94,30.11,0.43,234.33,2273.91,Cukup,"tambahkan pupuk sedang, tambahkan air"
980,1133,125,6.82,55.36,39.91,0.32,421.82,2400.04,Cukup,"tambahkan pupuk dikit, cukup air"
683,1167,1171,7.65,62.69,19.42,0.88,963.7,5162.87,Cukup,"tambahkan pupuk sedang, cukup air"
583,1886,958,7.24,51.69,31.43,4.4,776.03,561.61,Cukup,"tambahkan pupuk sedang, cukup air"
369,1509,469,7.23,53.65,36.34,2.39,353.76,4026.11,Cukup,"tambahkan pupuk banyak, cukup air"
1220,1862,1137,7.75,36.25,40.82,9.84,954.02,1222.22,Cukup,"tambahkan pupuk dikit, tambahkan air"
1149,1009,1735,7.96,71.16,43.07,5.45,663.36,5027.69,Cukup,"tambahkan pupuk dikit, cukup air"
1068,860,1310,6.53,71.79,38.54,6.64,482.68,4782.15,Cukup,"tambahkan pupuk dikit, cukup air"
522,594,1647,4.88,60.75,34.58,2.82,494.89,3249.57,Cukup,"tambahkan pupuk sedang, cukup air"
1047,1616,983,6.11,30.79,28.01,3.25,440.21,1669.78,Cukup,"tambahkan pupuk dikit, tambahkan air"
1455,1292,378,7.26,54.17,18.36,3.39,271.34,3989.72,Cukup,"tambahkan pupuk dikit, cukup air"
895,741,440,4.6,58.31,36.29,7.0,417.3,1359.42,Cukup,"tambahkan pupuk dikit, cukup air"
558,630,1451,4.7,74.76,44.78,4.76,551.5,1545.13,Cukup,"tambahkan pupuk sedang, cukup air"
1498,1459,1802,4.74,74.82,37.1,5.2,551.63,3946.79,Cukup,"tambahkan pupuk dikit, cukup air"
231,1870,1757,7.06,68.59,15.5,5.94,773.65,5951.76,Cukup,"tambahkan pupuk banyak, cukup air"
376,1980,706,6.25,32.87,29.89,7.7,390.86,5400.83,Cukup,"tambahkan pupuk banyak, tambahkan air"
1116,612,1148,5.79,72.9,33.44,0.95,730.96,3762.09,Cukup,"tambahkan pupuk dikit, cukup air"
264,229,628,4.87,57.57,35.69,7.78,599.19,3461.95,Cukup,"tambahkan pupuk banyak, cukup air"
226,1107,525,7.06,66.04,36.59,5.65,963.75,5991.12,Cukup,"tambahkan pupuk banyak, cukup air"
467,1662,128,5.62,48.32,31.74,6.71,416.02,3510.68,Cukup,"tambahkan pupuk banyak, tambahkan air"
796,1637,1055,5.43,44.39,21.7,3.31,906.16,2810.64,Cukup,"tambahkan pupuk sedang, tambahkan air"
1211,1373,422,6.78,50.85,43.27,4.12,829.61,5502.56,Cukup,"tambahkan pupuk dikit, cukup air"
265,833,1976,6.46,36.61,35.9,2.35,655.78,1788.01,Cukup,"tambahkan pupuk banyak, tambahkan air"
332,1046,412,5.77,46.07,22.11,9.79,671.79,1036.39,Cukup,"tambahkan pupuk banyak, tambahkan air"
1115,1261,683,6.75,68.59,24.67,5.0,130.42,3987.5,Cukup,"tambahkan pupuk dikit, cukup air"
1589,1398,1393,5.45,31.71,42.66,9.96,952.71,1027.17,Cukup,"tambahkan pupuk dikit, tambahkan air"
281,1101,861,7.28,36.79,41.62,4.92,151.59,2552.32,Cukup,"tambahkan pupuk banyak, tambahkan air"
1181,563,394,5.3,35.63,27.15,2.24,585.07,2829.68,Cukup,"tambahkan pupuk dikit, tambahkan air"
1551,240,755,5.06,48.14,16.15,5.1,363.57,3511.46,Cukup,"tambahkan pupuk dikit, tambahkan air"
1321,1379,885,7.24,74.86,16.45,0.44,458.36,5954.13,Cukup,"tambahkan pupuk dikit, cukup air"
784,981,322,6.98,37.8,23.52,9.05,629.67,1715.4,Cukup,"tambahkan pupuk sedang, tambahkan air"
526,1947,174,5.14,36.55,33.87,8.19,913.41,2566.66,Cukup,"tambahkan pupuk sedang, tambahkan air"
741,555,201,4.91,71.18,32.53,7.27,484.69,1227.32,Cukup,"tambahkan pupuk sedang, cukup air"
1348,533,1655,7.43,69.69,34.01,6.12,988.34,3841.87,Cukup,"tambahkan pupuk dikit, cukup air"
409,1730,1752,7.22,31.45,36.52,5.82,613.17,4502.2,Cukup,"tambahkan pupuk banyak, tambahkan air"
332,272,1809,5.65,63.83,15.57,9.97,202.53,3151.42,Cukup,"tambahkan pupuk banyak, cukup air"
356,572,984,6.8,59.5,18.15,2.82,230.51,1852.07,Cukup,"tambahkan pupuk banyak, cukup air"
1074,1546,272,4.93,64.55,25.78,7.81,730.31,3914.89,Cukup,"tambahkan pupuk dikit, cukup air"
581,1119,1127,6.27,52.25,19.65,5.83,97.88,3465.37,Cukup,"tambahkan pupuk sedang, cukup air"
1245,1016,1975,4.57,74.61,17.26,9.76,506.32,1441.52,Cukup,"tambahkan pupuk dikit, cukup air"
1173,538,1602,5.87,31.97,34.23,8.29,190.81,2731.25,Cukup,"tambahkan pupuk dikit, tambahkan air"
794,1115,1783,4.76,40.55,39.46,9.99,461.56,2893.58,Cukup,"tambahkan pupuk sedang, tambahkan air"
671,1180,494,6.16,47.84,37.58,5.9,762.42,5904.4,Cukup,"tambahkan pupuk sedang, tambahkan air"
433,597,1749,5.98,50.24,39.51,2.09,485.87,5171.07,Cukup,"tambahkan pupuk banyak, cukup air"
771,1737,932,6.06,71.46,34.98,5.06,205.28,4539.04,Cukup,"tambahkan pupuk sedang, cukup air"
970,268,1103,4.66,55.2,37.06,7.13,289.33,5388.27,Cukup,"tambahkan pupuk dikit, cukup air"
1385,1088,266,5.77,32.03,23.15,7.75,399.16,4545.16,Cukup,"tambahkan pupuk dikit, tambahkan air"
500,1705,399,7.15,48.35,44.79,0.06,116.08,5468.71,Cukup,"tambahkan pupuk sedang, tambahkan air"
505,1973,217,5.79,48.74,20.49,5.08,605.12,800.04,Cukup,"tambahkan pupuk sedang, tambahkan air"
201,660,611,7.0,73.45,21.43,2.39,627.16,3008.36,Cukup,"tambahkan pupuk banyak, cukup air"
470,527,711,5.79,56.96,23.67,8.76,109.04,4607.94,Cukup,"tambahkan pupuk banyak, cukup air"
620,518,1909,5.98,58.6,44.26,1.57,432.2,3708.13,Cukup,"tambahkan pupuk sedang, cukup air"
1366,1470,1298,6.47,62.1,44.65,6.68,443.3,1463.41,Cukup,"tambahkan pupuk dikit, cukup air"
899,1640,258,7.83,64.65,38.85,2.7,367.13,2372.71,Cukup,"tambahkan pupuk dikit, cukup air"
1063,554,1507,4.88,58.58,33.87,3.6,579.85,2247.76,Cukup,"tambahkan pupuk dikit, cukup air"
1159,813,1350,4.62,40.67,30.6,9.41,378.66,1937.41,Cukup,"tambahkan pupuk dikit, tambahkan air"
1193,301,1161,6.63,69.33,44.12,2.44,445.59,2387.25,Cukup,"tambahkan pupuk dikit, cukup air"
1209,278,562,7.82,62.95,35.87,1.0,807.65,3331.69,Cukup,"tambahkan pupuk dikit, cukup air"
1078,156,1554,7.96,63.38,43.34,0.74,204.0,5201.78,Cukup,"tambahkan pupuk dikit, cukup air"
891,1821,1833,6.19,74.85,24.5,5.07,638.16,4581.18,Cukup,"tambahkan pupuk sedang, cukup air"
1066,1727,1771,6.14,66.11,25.01,6.44,530.31,5093.87,Cukup,"tambahkan pupuk dikit, cukup air"
1260,1927,203,6.76,67.31,40.64,3.31,339.82,5359.82,Cukup,"tambahkan pupuk dikit, cukup air"
306,1045,1081,6.44,72.81,19.5,6.92,741.16,2788.83,Cukup,"tambahkan pupuk banyak, cukup air"
1520,600,1316,6.72,36.8,43.38,0.66,573.63,2403.14,Cukup,"tambahkan pupuk dikit, tambahkan air"
1320,838,349,7.56,52.4,30.22,8.58,503.49,816.93,Cukup,"tambahkan pupuk dikit, cukup air"
480,211,1136,7.11,56.13,42.79,8.17,684.29,5617.7,Cukup,"tambahkan pupuk banyak, cukup air"
1333,1271,666,6.24,44.82,25.1,9.86,812.18,862.03,Cukup,"tambahkan pupuk dikit, tambahkan air"
748,1904,1979,6.12,67.77,36.48,9.37,974.04,4576.25,Cukup,"tambahkan pupuk sedang, cukup air"
751,814,696,6.74,64.31,29.49,3.59,647.88,2579.6,Cukup,"tambahkan pupuk sedang, cukup air"
387,1501,720,6.09,62.44,33.8,4.02,880.72,5718.29,Cukup,"tambahkan pupuk banyak, cukup air"
951,976,654,6.1,74.87,30.13,7.47,51.04,2807.81,Cukup,"tambahkan pupuk dikit, cukup air"
1069,1471,1511,4.56,41.67,44.01,1.38,553.72,4991.35,Cukup,"tambahkan pupuk dikit, tambahkan air"
1577,1481,170,5.11,63.1,35.76,3.17,253.92,2054.6,Cukup,"tambahkan pupuk dikit, cukup air"
218,1179,1055,6.21,54.81,22.54,1.23,139.48,2144.99,Cukup,"tambahkan pupuk banyak, cukup air"
1058,912,1903,7.38,44.08,42.29,4.58,555.37,3775.36,Cukup,"tambahkan pupuk dikit, tambahkan air"
1484,1439,1694,5.48,37.23,23.82,5.54,759.49,5988.9,Cukup,"tambahkan pupuk dikit, tambahkan air"
1184,1063,1072,6.33,70.31,26.15,2.15,441.66,3346.65,Cukup,"tambahkan pupuk dikit, cukup air"
609,1308,537,5.71,56.8,18.06,0.31,686.6,5649.7,Cukup,"tambahkan pupuk sedang, cukup air"
683,1177,1167,4.87,67.12,42.0,7.21,515.23,4824.37,Cukup,"tambahkan pupuk sedang, cukup air"
1527,136,1395,7.85,54.54,23.58,0.25,465.23,4877.25,Cukup,"tambahkan pupuk dikit, cukup air"
823,1846,1137,7.49,39.9,22.77,9.74,325.74,2897.78,Cukup,"tambahkan pupuk sedang, tambahkan air"
855,1928,1494,4.77,45.19,42.61,2.25,413.46,2625.98,Cukup,"tambahkan pupuk sedang, tambahkan air"
967,1112,1235,7.02,47.17,39.17,6.66,382.31,1555.57,Cukup,"tambahkan pupuk dikit, tambahkan air"
217,1393,1502,5.72,73.78,19.23,4.38,663.88,5801.68,Cukup,"tambahkan pupuk banyak, cukup air"
383,962,413,7.98,30.25,38.08,0.64,160.22,5776.66,Cukup,"tambahkan pupuk banyak, tambahkan air"
604,831,1538,5.56,74.35,42.39,4.75,138.0,4608.87,Cukup,"tambahkan pupuk sedang, cukup air"
998,1631,1863,5.34,74.12,17.36,5.19,677.01,2129.39,Cukup,"tambahkan pupuk dikit, cukup air"
1354,1351,584,6.49,74.83,39.76,8.55,568.98,1848.49,Cukup,"tambahkan pupuk dikit, cukup air"
678,1551,268,7.42,51.45,31.42,7.34,458.69,5937.36,Cukup,"tambahkan pupuk sedang, cukup air"
207,1993,987,5.17,73.37,35.08,0.84,194.82,865.99,Cukup,"tambahkan pupuk banyak, cukup air"
904,1846,902,6.98,47.8,29.79,2.13,440.48,5139.6,Cukup,"tambahkan pupuk dikit, tambahkan air"
1541,909,345,4.71,31.18,35.93,3.15,800.25,2455.02,Cukup,"tambahkan pupuk dikit, tambahkan air"
1359,1124,365,7.72,40.1,16.02,1.21,895.14,2803.78,Cukup,"tambahkan pupuk dikit, tambahkan air"
730,122,948,4.78,72.54,37.88,4.6,717.45,5075.88,Cukup,"tambahkan pupuk sedang, cukup air"
1112,1626,342,7.7,30.62,16.0,9.84,106.92,998.32,Cukup,"tambahkan pupuk dikit, tambahkan air"
1590,1571,1793,6.22,54.57,28.66,5.17,686.89,2447.93,Cukup,"tambahkan pupuk dikit, cukup air"
888,895,1423,6.07,33.4,19.53,7.43,278.94,5736.13,Cukup,"tambahkan pupuk sedang, tambahkan air"
1234,595,1450,7.91,42.89,39.71,6.85,349.49,4344.86,Cukup,"tambahkan pupuk dikit, tambahkan air"
752,999,629,7.97,33.96,24.41,8.51,236.08,4652.17,Cukup,"tambahkan pupuk sedang, tambahkan air"
645,524,1718,6.78,68.68,28.62,2.2,786.97,4666.28,Cukup,"tambahkan pupuk sedang, cukup air"
1337,799,946,4.94,56.6,27.86,7.55,666.17,833.14,Cukup,"tambahkan pupuk dikit, cukup air"
905,117,1866,6.27,70.59,38.18,8.82,631.24,1617.64,Cukup,"tambahkan pupuk dikit, cukup air"
395,1568,1103,6.35,60.98,29.43,1.76,684.57,3201.95,Cukup,"tambahkan pupuk banyak, cukup air"
1059,1684,441,6.3,73.7,38.67,3.5,274.93,2524.83,Cukup,"tambahkan pupuk dikit, cukup air"
1546,1682,1888,6.49,52.94,17.21,9.7,472.41,2760.02,Cukup,"tambahkan pupuk dikit, cukup air"
827,726,1802,4.57,58.74,20.75,7.82,651.59,4797.96,Cukup,"tambahkan pupuk sedang, cukup air"
1180,1162,1677,6.99,55.93,31.55,2.86,654.76,580.74,Cukup,"tambahkan pupuk dikit, cukup air"
829,1852,1372,6.99,51.79,43.41,5.66,802.26,4132.71,Cukup,"tambahkan pupuk sedang, cukup air"
1388,1333,859,4.9,68.07,17.24,4.07,322.75,500.61,Cukup,"tambahkan pupuk dikit, cukup air"
1475,1897,1503,6.5,59.0,16.29,4.93,781.82,846.82,Cukup,"tambahkan pupuk dikit, cukup air"
243,310,897,6.49,66.06,19.7,3.58,468.18,2745.57,Cukup,"tambahkan pupuk banyak, cukup air"
688,664,631,6.89,65.39,34.23,2.83,686.66,5125.22,Cukup,"tambahkan pupuk sedang, cukup air"
380,1071,963,4.8,38.6,26.97,6.76,482.93,1297.48,Cukup,"tambahkan pupuk banyak, tambahkan air"
1300,1404,1504,6.69,59.26,39.77,7.8,951.18,3550.42,Cukup,"tambahkan pupuk dikit, cukup air"
573,1990,141,5.48,38.98,17.16,8.75,220.34,4231.78,Cukup,"tambahkan pupuk sedang, tambahkan air"
827,1956,1468,6.27,56.25,20.89,1.6,691.25,1762.43,Cukup,"tambahkan pupuk sedang, cukup air"
1156,232,698,7.21,60.48,24.0,8.24,597.71,3317.82,Cukup,"tambahkan pupuk dikit, cukup air"
266,548,1384,6.97,74.88,33.8,2.59,214.09,5512.74,Cukup,"tambahkan pupuk banyak, cukup air"
1315,363,405,4.92,31.37,35.56,4.3,112.71,3317.26,Cukup,"tambahkan pupuk dikit, tambahkan air"
978,1930,908,6.57,34.11,18.73,9.02,809.19,1365.28,Cukup,"tambahkan pupuk dikit, tambahkan air"
850,210,961,7.89,33.47,43.31,4.57,199.58,3952.98,Cukup,"tambahkan pupuk sedang, tambahkan air"
1467,1678,1363,5.05,47.93,25.23,2.01,227.18,3757.1,Cukup,"tambahkan pupuk dikit, tambahkan air"
540,949,778,7.49,66.97,36.4,1.64,979.51,648.25,Cukup,"tambahkan pupuk sedang, cukup air"
1102,1361,1436,6.96,67.98,30.73,4.76,731.4,998.27,Cukup,"tambahkan pupuk dikit, cukup air"
1527,1580,830,7.21,63.16,21.68,7.64,287.96,1362.3,Cukup,"tambahkan pupuk dikit, cukup air"
597,1000,540,5.49,70.36,40.39,9.97,611.4,1249.59,Cukup,"tambahkan pupuk sedang, cukup air"
902,858,1032,5.51,44.53,39.55,7.88,557.41,1927.06,Cukup,"tambahkan pupuk dikit, tambahkan air"
296,1639,1002,7.67,33.97,26.88,8.78,852.25,2997.58,Cukup,"tambahkan pupuk banyak, tambahkan air"
1554,1999,232,5.76,32.62,32.66,7.49,742.85,2544.44,Cukup,"tambahkan pupuk dikit, tambahkan air"
1428,960,818,4.72,68.35,22.73,8.96,840.14,5398.57,Cukup,"tambahkan pupuk dikit, cukup air"
648,996,150,6.6,62.87,35.7,0.81,250.93,3866.6,Cukup,"tambahkan pupuk sedang, cukup air"
276,961,717,4.94,61.44,24.27,9.3,658.21,5318.79,Cukup,"tambahkan pupuk banyak, cukup air"
1095,1947,491,7.29,45.29,40.32,3.99,88.23,3398.72,Cukup,"tambahkan pupuk dikit, tambahkan air"
748,1296,795,6.75,47.1,21.52,9.22,115.49,994.29,Cukup,"tambahkan pupuk sedang, tambahkan air"
997,292,1836,7.56,73.12,15.44,0.8,727.85,3048.08,Cukup,"tambahkan pupuk dikit, cukup air"
1014,614,622,7.25,32.87,23.06,7.17,73.2,5021.18,Cukup,"tambahkan pupuk dikit, tambahkan air"
1221,889,1889,4.89,64.82,20.73,7.37,600.78,1567.57,Cukup,"tambahkan pupuk dikit, cukup air"
334,1067,607,5.83,43.93,30.25,9.97,848.38,1001.68,Cukup,"tambahkan pupuk banyak, tambahkan air"
853,1691,1785,7.21,31.76,21.11,7.7,410.94,2311.89,Cukup,"tambahkan pupuk sedang, tambahkan air"
1477,1909,453,5.96,63.42,37.9,3.86,92.6,2638.94,Cukup,"tambahkan pupuk dikit, cukup air"
1478,1532,966,7.9,44.89,22.24,5.59,728.16,2184.42,Cukup,"tambahkan pupuk dikit, tambahkan air"
845,1811,1072,7.08,62.5,36.21,3.7,933.2,1243.82,Cukup,"tambahkan pupuk sedang, cukup air"
919,1751,1518,4.55,61.84,32.35,2.0,731.31,1879.62,Cukup,"tambahkan pupuk dikit, cukup air"
812,183,1055,7.58,54.07,44.59,2.52,599.52,4252.55,Cukup,"tambahkan pupuk sedang, cukup air"
683,1794,195,4.85,64.98,45.0,2.26,268.53,2622.61,Cukup,"tambahkan pupuk sedang, cukup air"
1269,897,205,4.99,56.15,41.09,5.51,64.61,3979.02,Cukup,"tambahkan pupuk dikit, cukup air"
847,179,1778,7.07,42.9,37.8,9.07,709.94,3449.67,Cukup,"tambahkan pupuk sedang, tambahkan air"
991,1701,777,7.53,63.04,26.59,9.13,269.47,3519.79,Cukup,"tambahkan pupuk dikit, cukup air"
778,1332,612,6.38,56.51,37.6,0.59,865.25,1867.02,Cukup,"tambahkan pupuk sedang, cukup air"
1227,621,1681,5.51,30.57,43.7,0.84,493.05,3368.49,Cukup,"tambahkan pupuk dikit, tambahkan air"
200,1322,1365,5.73,70.57,15.7,2.49,554.1,629.77,Cukup,"tambahkan pupuk banyak, cukup air"
1513,1694,955,5.7,54.55,31.14,2.59,766.24,2874.59,Cukup,"tambahkan pupuk dikit, cukup air"
308,333,1611,5.64,69.09,21.54,0.99,790.46,3649.43,Cukup,"tambahkan pupuk banyak, cukup air"
659,1942,889,5.35,69.72,31.74,3.92,660.52,1500.98,Cukup,"tambahkan pupuk sedang, cukup air"
465,343,614,6.63,50.02,28.99,5.9,941.51,1911.07,Cukup,"tambahkan pupuk banyak, cukup air"
1361,1516,1777,7.65,52.84,32.27,5.8,983.18,1707.42,Cukup,"tambahkan pupuk dikit, cukup air"
243,1689,997,5.57,48.71,31.53,5.46,949.54,888.07,Cukup,"tambahkan pupuk banyak, tambahkan air"
1085,1569,1184,5.15,50.22,43.8,3.42,832.97,2413.22,Cukup,"tambahkan pupuk dikit, cukup air"
1143,948,1539,7.44,70.28,31.57,7.08,720.34,5884.31,Cukup,"tambahkan pupuk dikit, cukup air"
1182,492,1107,7.1,65.47,40.39,8.27,680.16,2446.34,Cukup,"tambahkan pupuk dikit, cukup air"
461,108,1417,7.76,35.69,24.59,3.5,148.56,3032.95,Cukup,"tambahkan pupuk banyak, tambahkan air"
927,712,836,5.08,57.46,28.14,0.9,307.91,4091.98,Cukup,"tambahkan pupuk dikit, cukup air"
832,906,401,5.0,74.82,29.11,3.0,55.4,4066.74,Cukup,"tambahkan pupuk sedang, cukup air"
351,814,1293,6.4,56.8,23.36,1.42,180.54,5724.42,Cukup,"tambahkan pupuk banyak, cukup air"
412,1276,745,6.65,65.36,26.39,4.7,467.27,5216.6,Cukup,"tambahkan pupuk banyak, cukup air"
1215,209,1164,6.18,64.61,32.96,1.6,189.21,4866.73,Cukup,"tambahkan pupuk dikit, cukup air"
1457,933,330,6.6,45.76,32.41,4.66,906.58,5733.95,Cukup,"tambahkan pupuk dikit, tambahkan air"
1062,365,1532,5.13,46.73,34.09,2.25,815.41,1769.21,Cukup,"tambahkan pupuk dikit, tambahkan air"
822,1496,837,6.18,62.58,25.55,7.4,118.03,3893.8,Cukup,"tambahkan pupuk sedang, cukup air"
560,1275,1774,6.8,52.5,24.47,0.32,286.47,5379.58,Cukup,"tambahkan pupuk sedang, cukup air"
519,1075,1745,6.01,55.68,33.35,5.57,828.12,3932.76,Cukup,"tambahkan pupuk sedang, cukup air"
421,1718,1096,6.88,62.08,18.99,1.74,812.89,5875.81,Cukup,"tambahkan pupuk banyak, cukup air"
409,1054,396,6.08,64.99,22.59,0.06,948.18,1051.94,Cukup,"tambahkan pupuk banyak, cukup air"
1130,1538,554,5.67,42.22,16.26,8.7,997.67,2916.32,Cukup,"tambahkan pupuk dikit, tambahkan air"
688,1006,1180,5.56,36.61,17.18,6.73,977.46,5875.5,Cukup,"tambahkan pupuk sedang, tambahkan air"
800,1769,1041,5.94,43.13,22.3,1.03,439.63,2587.62,Cukup,"tambahkan pupuk sedang, tambahkan air"
973,1449,1758,4.58,52.84,15.59,6.66,287.81,4567.56,Cukup,"tambahkan pupuk dikit, cukup air"
1077,771,339,6.84,45.4,22.36,6.14,770.49,667.22,Cukup,"tambahkan pupuk dikit, tambahkan air"
899,1674,1721,7.46,55.58,34.65,4.76,334.31,4321.6,Cukup,"tambahkan pupuk dikit, cukup air"
651,275,1299,5.74,32.41,16.83,4.22,816.08,5640.45,Cukup,"tambahkan pupuk sedang, tambahkan air"
612,624,1186,4.66,52.94,28.1,8.88,557.26,2604.88,Cukup,"tambahkan pupuk sedang, cukup air"
675,1438,650,7.95,46.56,42.39,2.49,804.23,617.15,Cukup,"tambahkan pupuk sedang, tambahkan air"
455,1190,237,5.42,54.06,38.74,4.01,312.09,653.5,Cukup,"tambahkan pupuk banyak, cukup air"
1373,1051,553,4.94,49.01,24.16,3.32,532.63,5406.13,Cukup,"tambahkan pupuk dikit, tambahkan air"
326,1883,1876,5.79,42.79,42.74,7.72,585.82,4473.84,Cukup,"tambahkan pupuk banyak, tambahkan air"
591,1676,1572,7.08,70.68,24.89,9.17,945.95,1086.78,Cukup,"tambahkan pupuk sedang, cukup air"
679,1307,1349,5.53,38.31,17.18,8.51,303.27,800.25,Cukup,"tambahkan pupuk sedang, tambahkan air"
1192,1158,542,6.51,60.66,44.82,7.99,939.85,4926.54,Cukup,"tambahkan pupuk dikit, cukup air"
1122,604,1329,5.95,71.61,41.1,9.87,814.62,4954.23,Cukup,"tambahkan pupuk dikit, cukup air"
601,948,1799,4.91,54.24,28.98,6.99,744.35,1162.87,Cukup,"tambahkan pupuk sedang, cukup air"
473,1062,126,5.66,69.44,34.99,7.52,797.53,2158.36,Cukup,"tambahkan pupuk banyak, cukup air"
1044,1925,556,7.04,35.62,35.14,9.83,625.15,4790.14,Cukup,"tambahkan pupuk dikit, tambahkan air"
338,1199,794,6.64,52.22,20.83,0.12,281.88,3389.77,Cukup,"tambahkan pupuk banyak, cukup air"
302,571,809,4.92,50.57,21.0,6.36,230.02,5761.22,Cukup,"tambahkan pupuk banyak, cukup air"
1465,1705,948,5.07,30.37,29.09,7.4,873.02,3145.84,Cukup,"tambahkan pupuk dikit, tambahkan air"
1340,1869,1048,6.74,49.95,42.35,9.18,738.88,4223.27,Cukup,"tambahkan pupuk dikit, tambahkan air"
1437,622,206,7.35,46.61,15.3,8.84,252.54,3303.81,Cukup,"tambahkan pupuk dikit, tambahkan air"
683,979,543,5.72,60.14,38.48,8.43,634.34,5686.31,Cukup,"tambahkan pupuk sedang, cukup air"
728,1406,1824,6.58,72.22,16.73,9.46,475.17,2692.63,Cukup,"tambahkan pupuk sedang, cukup air"
423,1939,135,5.1,33.86,29.35,5.4,200.72,1763.88,Cukup,"tambahkan pupuk banyak, tambahkan air"
1493,1659,696,5.59,44.74,34.14,0.12,555.26,2296.49,Cukup,"tambahkan pupuk dikit, tambahkan air"
1357,373,254,4.57,49.98,35.6,0.16,317.44,5190.26,Cukup,"tambahkan pupuk dikit, tambahkan air"
313,1662,1292,7.19,50.48,16.75,5.47,141.43,3238.66,Cukup,"tambahkan pupuk banyak, cukup air"
843,153,895,5.9,64.87,27.56,4.38,493.61,2448.39,Cukup,"tambahkan pupuk sedang, cukup air"
850,1178,371,7.36,49.95,32.52,4.54,610.6,3493.43,Cukup,"tambahkan pupuk sedang, tambahkan air"
1588,987,1670,6.98,31.22,16.98,4.03,94.56,1232.76,Cukup,"tambahkan pupuk dikit, tambahkan air"
1455,844,1543,7.4,61.95,19.05,9.18,431.99,529.48,Cukup,"tambahkan pupuk dikit, cukup air"
657,376,1307,5.5,69.82,34.91,3.62,294.78,2043.22,Cukup,"tambahkan pupuk sedang, cukup air"
574,1566,1734,5.15,53.13,30.65,8.57,79.12,3827.53,Cukup,"tambahkan pupuk sedang, cukup air"
810,982,1360,7.9,56.15,19.85,9.03,169.38,4414.24,Cukup,"tambahkan pupuk sedang, cukup air"
406,1541,1632,7.01,37.33,31.06,5.02,182.08,5046.36,Cukup,"tambahkan pupuk banyak, tambahkan air"
1116,731,1564,7.42,39.93,42.38,4.5,223.73,5596.65,Cukup,"tambahkan pupuk dikit, tambahkan air"
520,1348,1080,4.55,40.58,15.47,7.62,813.21,2766.62,Cukup,"tambahkan pupuk sedang, tambahkan air"
292,669,221,5.74,49.38,34.28,7.09,467.52,4572.84,Cukup,"tambahkan pupuk banyak, tambahkan air"
1381,1378,1540,7.1,71.77,17.21,3.32,189.73,910.7,Cukup,"tambahkan pupuk dikit, cukup air"
1071,275,1658,4.77,53.48,15.19,1.07,145.28,816.41,Cukup,"tambahkan pupuk dikit, cukup air"
298,665,1498,6.49,38.64,19.52,2.69,333.04,1186.39,Cukup,"tambahkan pupuk banyak, tambahkan air"
424,1269,1698,6.0,41.97,27.69,1.35,808.11,2967.13,Cukup,"tambahkan pupuk banyak, tambahkan air"
1051,870,1449,4.56,47.28,39.07,2.98,396.24,1662.05,Cukup,"tambahkan pupuk dikit, tambahkan air"
640,1787,1603,5.33,58.05,23.45,2.66,201.9,2078.09,Cukup,"tambahkan pupuk sedang, cukup air"
919,1508,249,5.5,49.8,33.77,6.4,433.91,4063.34,Cukup,"tambahkan pupuk dikit, tambahkan air"
784,361,806,4.89,47.66,27.33,9.55,577.55,2471.87,Cukup,"tambahkan pupuk sedang, tambahkan air"
